"","Job","Job_partner","Household_size","Education","Education_partner","Edu_diff","Dad_Edu","Mum_Edu","Parents_gap","Parents_gap_cat","emp14Father","emp14Mother","emp14Diff","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","gndr10","gndr11","gndr12","gndr13","gndr14","gndr15","Gender_share","Approval","Interfere","Female","Immigrant","Age","Age_sq","Domicile","Maritalstatus","Child","Minority","Country","Income","Income_sq","Interviewe_Female","Job_diff","Unemployed","Unemployed_partner","Housework_partner","Employment_partner","Trust","Religiosity","weight","Vignette_gender"
"111",58.45,45.94,2,4,4,0,2,2,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,57,3249,4,1,NA,2,"IT",NA,NA,0,12.51,0,0,0,2,4,5,1.82837936051994,1
"112",48.81,5,7,2,1,1,1,1,0,"Equal",3,3,NA,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0.642857142857143,1,0,2,1,68,4624,5,1,3,2,"IE",NA,NA,1,43.81,0,0,0,2,1,10,0.318418199489373,1
"113",68,43.81,4,6,4,2,2,1,1,"Father more",1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,51,2601,4,1,2,2,"IT",8,64,1,24.19,0,0,0,1,3,10,1.9283304156048,1
"114",NA,23.79,4,2,6,-4,1,1,0,"Equal",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,2,2,34,1156,1,1,2,2,"BE",NA,NA,0,NA,0,0,0,1,0,NA,0.543138705422948,0
"115",13,22.9,3,3,3,0,3,3,0,"Equal",1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,0,1,1,47,2209,4,1,1,2,"CZ",8,64,1,-9.9,0,0,0,1,8,7,0.517624663265778,1
"116",45.94,43.81,3,4,4,0,4,4,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,46,2116,3,1,1,2,"IT",10,100,1,2.13,0,0,0,1,0,6,1.92118283413604,0
"117",34.24,NA,8,4,4,0,2,2,0,"Equal",3,3,NA,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.875,0,0,1,1,38,1444,4,1,NA,2,"IT",NA,NA,1,NA,0,0,1,NA,8,3,1.9283304156048,1
"118",29,NA,2,4,4,0,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,67,4489,1,1,2,2,"BG",3,9,1,NA,0,0,0,NA,NA,5,0.33790173282227,0
"119",63.18,63.18,6,7,7,0,7,5,2,"Father more",1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,51,2601,3,1,4,2,"CZ",9,81,0,0,0,0,0,1,7,7,0.862707742483361,1
"120",44,30.28,4,6,3,3,2,2,0,"Equal",1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,2,1,37,1369,5,1,2,2,"BE",6,36,1,13.72,0,0,1,1,8,4,0.533303662997791,1
"121",30.28,NA,4,2,4,-2,1,2,-1,"Mother more",2,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,1,1,67,4489,4,1,5,2,"BE",5,25,1,NA,0,0,0,NA,7,8,0.533303631071537,1
"122",34,36,2,4,6,-2,3,1,2,"Father more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1,1,61,3721,3,1,1,2,"FR",8,64,0,-2,0,0,0,1,6,0,3.06166847008378,1
"123",57,NA,2,7,4,3,7,5,2,"Father more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,74,5476,3,1,2,2,"GB",NA,NA,0,NA,0,0,0,NA,7,5,2.51466945677532,0
"124",16,48.97,2,4,5,-1,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,59,3481,4,1,2,2,"AT",9,81,1,-32.97,0,0,1,2,8,8,0.299601514573541,0
"125",40.28,32,4,5,3,2,3,6,-3,"Mother more",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,2,1,44,1936,4,3,2,2,"NO",7,49,1,8.28,0,0,0,1,7,0,0.309832160052085,0
"126",57,52,3,6,5,1,2,2,0,"Equal",1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,36,1296,3,4,1,2,"NL",9,81,1,5,0,0,0,2,5,0,0.886872566249345,0
"127",48.81,38.51,3,4,3,1,2,2,0,"Equal",1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,1,0,1,1,45,2025,4,1,1,2,"NL",8,64,1,10.3,0,0,0,1,7,2,0.871184198503174,1
"128",54.05,78.01,3,7,7,0,5,5,0,"Equal",1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,47,2209,2,1,2,2,"EE",10,100,0,-23.96,0,0,0,1,8,7,0.057953676225018,1
"129",34.01,NA,2,3,3,0,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,68,4624,4,1,1,2,"FR",4,16,1,NA,0,0,0,NA,5,4,3.10413252998243,0
"130",42.17,NA,2,3,3,0,3,2,1,"Father more",4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,77,5929,1,1,1,2,"AT",3,9,0,NA,0,0,1,NA,5,5,0.334153973063495,0
"131",40.28,38.84,4,4,3,1,3,3,0,"Equal",1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,3,0,1,1,40,1600,4,1,2,2,"RS",6,36,1,1.44,0,0,0,1,3,5,0.26668782189338,0
"132",43.23,32,5,4,4,0,4,4,0,"Equal",1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.6,2,0,1,1,48,2304,3,3,3,2,"BG",7,49,1,11.23,0,0,1,2,0,5,0.333643741914014,0
"133",58,NA,2,3,5,-2,1,1,0,"Equal",3,4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,2,47,2209,4,1,NA,2,"CH",5,25,1,NA,0,0,0,NA,5,0,0.467903696,0
"134",22,NA,2,1,3,-2,NA,2,NA,NA,3,3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,84,7056,2,1,2,2,"SI",4,16,1,NA,0,0,0,NA,0,10,0.133247572,1
"135",36.69,NA,2,7,7,0,4,4,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,66,4356,1,1,1,1,"EE",4,16,1,NA,0,0,0,NA,7,6,0.057953676225018,1
"136",39.34,NA,3,3,3,0,3,NA,NA,NA,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,36,1296,4,2,1,2,"NL",9,81,1,NA,0,0,0,NA,4,2,0.859629512544191,1
"137",46.09,NA,4,7,6,1,1,1,0,"Equal",1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,1,1,37,1369,4,3,2,2,"BE",6,36,1,NA,0,0,0,NA,5,0,0.537121308769076,0
"138",66,NA,2,7,5,2,1,1,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,70,4900,3,1,2,2,"FI",9,81,0,NA,0,0,0,NA,8,7,0.263402051,0
"139",34.1,NA,3,1,4,-3,1,1,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,76,5776,5,1,3,2,"FI",3,9,1,NA,0,0,0,NA,7,6,0.263402051,1
"140",32.16,NA,2,3,3,0,1,1,0,"Equal",3,3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,57,3249,4,1,2,2,"RS",NA,NA,1,NA,0,0,1,NA,0,8,0.264437478308318,1
"141",50.87,61.15,3,5,6,-1,5,5,0,"Equal",1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,2,1,51,2601,2,1,2,2,"FI",10,100,0,-10.28,0,0,0,1,7,6,0.263402051,1
"142",32.49,53,4,6,4,2,5,6,-1,"Mother more",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,38,1444,3,1,2,2,"EE",9,81,1,-20.51,0,0,0,1,8,2,0.057953676225018,1
"143",45.93,45.13,2,7,3,4,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,32,1024,4,3,NA,2,"IT",8,64,0,0.799999999999997,0,0,0,2,4,1,1.9592099417434,0
"144",49,33,2,5,5,0,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,2,53,2809,2,1,2,1,"EE",6,36,0,16,0,0,0,1,5,7,0.058035253285375,0
"145",22.69,NA,2,2,4,-2,1,1,0,"Equal",3,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,NA,0,1,1,63,3969,5,3,NA,2,"FI",3,9,1,NA,0,0,0,NA,8,3,0.263402051,0
"146",57,23.27,2,7,5,2,4,6,-2,"Mother more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,41,1681,1,1,NA,2,"FI",8,64,1,33.73,0,0,0,1,5,7,0.263402051,0
"147",37.87,30.05,4,2,3,-1,NA,2,NA,NA,1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,3,0,1,1,54,2916,4,3,NA,2,"NL",6,36,1,7.82,0,0,1,1,3,0,0.870085616190501,1
"148",46,NA,3,2,2,0,1,1,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,68,4624,3,1,5,2,"IE",3,9,0,NA,0,0,0,NA,5,5,0.238813665045154,0
"149",36.28,20,2,1,1,0,1,1,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,26,676,3,3,NA,2,"GB",4,16,0,16.28,0,0,0,1,5,1,2.51466945677532,0
"150",78.16,NA,2,7,7,0,7,7,0,"Equal",4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,1,2,76,5776,1,1,2,1,"EE",4,16,1,NA,0,0,0,NA,9,7,0.0580149333194808,0
"151",21.08,22,4,2,4,-2,1,2,-1,"Mother more",1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.625,3,0,1,1,45,2025,4,1,2,2,"PL",4,16,0,-0.920000000000002,0,0,0,1,0,5,2.1380220012524,1
"152",64.51,NA,2,4,4,0,1,2,-1,"Mother more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1,1,80,6400,2,1,6,2,"IE",3,9,1,NA,0,0,1,NA,7,8,0.159209099744686,1
"153",63.18,34,4,7,7,0,3,3,0,"Equal",1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,43,1849,3,1,2,2,"CZ",NA,NA,0,29.18,0,0,0,1,6,7,0.517624663265778,1
"154",39.91,NA,2,6,4,2,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,61,3721,3,1,NA,2,"HU",5,25,1,NA,0,0,0,NA,4,1,0.61809356148805,1
"155",72,62.28,3,7,6,1,7,2,5,"Father more",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,1,53,2809,4,1,1,2,"NO",7,49,0,9.72,0,0,0,1,10,1,0.310364649063381,0
"156",54.64,NA,3,3,4,-1,3,2,1,"Father more",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,76,5776,4,1,2,2,"SI",4,16,1,NA,0,0,0,NA,0,0,0.133247572,0
"157",54.88,NA,2,5,7,-2,1,4,-3,"Mother more",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,58,3364,1,3,3,2,"FI",9,81,1,NA,0,0,0,NA,9,7,0.263402051,1
"158",49.87,36.95,4,4,2,2,NA,NA,NA,NA,NA,3,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,2,1,36,1296,2,1,1,2,"GB",2,4,1,12.92,0,0,0,1,5,2,3.77200418516298,0
"159",57,NA,2,5,4,1,4,4,0,"Equal",4,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,80,6400,4,1,2,2,"RS",4,16,1,NA,0,0,0,NA,0,0,0.263680684785685,1
"160",64.51,NA,2,6,4,2,1,1,0,"Equal",3,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,72,5184,2,1,2,2,"RS",10,100,1,NA,0,0,0,NA,7,10,0.263989729479118,1
"161",75,48.87,2,6,5,1,4,4,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,45,2025,2,6,1,2,"EE",NA,NA,1,26.13,0,0,0,2,3,6,0.057953676225018,0
"162",21,20.3,2,1,3,-2,NA,NA,NA,NA,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,63,3969,3,3,1,2,"DE",7,49,1,0.699999999999999,0,0,1,1,3,0,3.03572368021592,0
"163",43.81,29.95,4,6,4,2,4,4,0,"Equal",2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,2,1,37,1369,3,1,2,2,"FI",8,64,1,13.86,0,0,0,1,6,1,0.263402051,0
"164",39.41,NA,2,3,3,0,NA,2,NA,NA,4,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,79,6241,4,1,3,2,"AT",4,16,1,NA,0,0,1,NA,8,0,0.313373357860028,1
"165",22.88,22.88,3,2,2,0,2,2,0,"Equal",NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,47,2209,2,3,3,1,"BG",6,36,1,0,0,0,0,1,NA,6,0.200186215638457,0
"166",49.87,NA,2,3,3,0,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,63,3969,4,1,3,2,"NL",3,9,1,NA,0,0,1,1,8,9,0.844344855561852,1
"167",51,NA,4,6,4,2,4,7,-3,"Mother more",1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,28,784,4,1,2,2,"EE",10,100,1,NA,0,0,1,NA,8,1,0.0578997557440916,0
"168",33,46,3,4,5,-1,7,5,2,"Father more",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,29,841,2,4,NA,2,"HU",9,81,0,-13,0,0,0,1,7,2,0.61809356148805,1
"169",58.45,NA,2,7,5,2,3,3,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,67,4489,5,1,NA,2,"DE",8,64,0,NA,0,0,1,NA,8,7,3.03572368021592,0
"170",38.57,NA,2,3,3,0,2,2,0,"Equal",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,59,3481,4,1,3,2,"AT",1,1,1,NA,0,0,0,NA,5,8,0.280817289849452,0
"171",57.21,NA,3,4,4,0,5,4,1,"Father more",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,37,1369,3,1,1,2,"CZ",NA,NA,0,NA,0,0,1,NA,5,0,0.345083101437285,1
"172",20,NA,2,5,5,0,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,2,69,4761,1,6,2,1,"EE",4,16,1,NA,0,0,0,NA,5,10,0.057953676225018,0
"173",NA,36.76,5,2,2,0,1,1,0,"Equal",2,3,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0.6,1,0,2,1,58,3364,2,1,4,2,"CY",6,36,1,NA,0,0,0,2,3,8,0.0795731551473685,1
"174",49,40.89,2,5,6,-1,5,5,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,29,841,3,3,NA,2,"DE",6,36,0,8.11,0,0,0,1,6,7,3.03572368021592,0
"175",52,55,2,7,7,0,4,2,2,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,27,729,3,3,NA,2,"NL",9,81,0,-3,0,0,1,1,5,0,0.895153080346121,0
"176",43.53,66,4,7,7,0,2,5,-3,"Mother more",1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.625,2,0,1,1,60,3600,2,1,2,2,"EE",9,81,1,-22.47,0,0,0,1,7,4,0.0579086059877404,1
"177",33,NA,2,3,3,0,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4,0,2,1,60,3600,1,1,1,2,"HU",NA,NA,1,NA,0,0,0,NA,2,5,0.61809356148805,0
"178",49.87,39.34,4,3,3,0,3,3,0,"Equal",1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,1,46,2116,4,1,2,2,"DE",6,36,0,10.53,0,0,1,1,8,9,3.03572368021592,1
"179",21,NA,2,1,1,0,1,1,0,"Equal",1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,81,6561,4,1,6,2,"CY",3,9,0,NA,0,0,0,NA,3,9,0.0797228617741586,0
"180",33.02,32.49,2,3,3,0,3,NA,NA,NA,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,NA,NA,2,1,NA,2,"DE",4,16,0,0.530000000000001,0,0,0,1,7,2,3.03572368021592,0
"181",20,NA,2,3,3,0,NA,2,NA,NA,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,60,3600,4,3,3,2,"AT",5,25,0,NA,0,0,0,NA,5,4,0.396609823727923,0
"182",43.53,29,2,2,4,-2,1,1,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,55,3025,4,1,2,2,"BG",3,9,1,14.53,0,0,0,1,1,6,0.16628829824426,1
"183",58.45,NA,2,7,7,0,6,2,4,"Father more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,68,4624,4,1,3,2,"NO",3,9,0,NA,0,0,0,NA,7,3,0.309260737710838,0
"184",20,NA,5,2,1,1,1,1,0,"Equal",1,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,2,2,46,2116,3,1,3,2,"BE",4,16,1,NA,0,0,0,NA,4,10,0.540884967243478,0
"185",48.81,56,4,3,7,-4,2,2,0,"Equal",1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,2,0,2,1,40,1600,1,1,2,2,"CH",9,81,1,-7.19,0,0,0,1,5,4,0.467903696,1
"186",30.28,37.83,3,3,5,-2,3,3,0,"Equal",1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,0,1,1,50,2500,4,1,NA,2,"DE",9,81,0,-7.55,0,0,1,1,5,1,3.03572368021592,0
"187",47,66,3,5,7,-2,5,4,1,"Father more",1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,47,2209,2,1,1,2,"FR",10,100,0,-19,0,0,0,1,7,7,3.08504190562567,0
"188",39.34,NA,5,6,4,2,1,2,-1,"Mother more",1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1,1,40,1600,3,3,1,2,"FI",4,16,1,NA,0,0,1,NA,8,2,0.263402051,0
"189",34,NA,6,4,5,-1,1,1,0,"Equal",1,3,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0.666666666666667,3,0,2,1,77,5929,1,1,1,2,"RS",NA,NA,1,NA,0,0,0,NA,0,0,0.791969240844457,1
"190",45.13,72,4,6,6,0,4,5,-1,"Mother more",1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,2,0,1,1,47,2209,2,1,2,2,"EE",10,100,1,-26.87,0,0,0,1,5,7,0.0580149333194808,1
"191",34.1,NA,2,2,1,1,NA,1,NA,NA,4,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,68,4624,1,1,3,1,"BG",3,9,1,NA,1,0,0,NA,2,10,0.336815602661283,1
"192",64.51,66,3,7,7,0,3,3,0,"Equal",1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,56,3136,4,1,1,2,"CH",NA,NA,1,-1.48999999999999,0,0,0,2,7,9,0.467903696,0
"193",34,NA,3,1,3,-2,1,2,-1,"Mother more",3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,25,625,4,1,1,2,"HU",NA,NA,0,NA,0,0,1,NA,6,4,0.381687306495251,1
"194",55,30.98,2,2,4,-2,1,2,-1,"Mother more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,34,1156,5,1,NA,2,"FI",8,64,1,24.02,0,0,0,1,8,5,0.263402051,0
"195",37.03,NA,2,5,4,1,1,1,0,"Equal",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,66,4356,4,1,1,2,"FI",6,36,1,NA,0,0,0,NA,7,5,0.263402051,1
"196",28,73.51,4,3,4,-1,4,4,0,"Equal",1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,4,0,1,1,41,1681,1,1,2,2,"CZ",10,100,1,-45.51,0,0,1,1,5,5,0.345083101437285,1
"197",53.28,34.91,4,6,7,-1,2,4,-2,"Mother more",1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,40,1600,3,1,2,2,"EE",8,64,1,18.37,0,0,0,1,4,3,0.0578997557440916,1
"198",34.1,NA,2,4,4,0,4,4,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,21,441,1,3,NA,2,"FI",6,36,1,NA,0,0,0,1,6,2,0.263402051,0
"199",42.78,NA,4,5,4,1,1,1,0,"Equal",1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,2,55,3025,2,3,4,2,"IE",4,16,1,NA,0,0,0,NA,0,0,0.318418199489373,1
"200",55.8,65,3,6,7,-1,5,5,0,"Equal",2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,2,1,31,961,1,3,1,2,"FR",10,100,0,-9.2,0,0,0,1,8,0,3.07135420230102,1
"201",47,41,5,4,4,0,4,4,0,"Equal",1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0.8,1,0,1,1,42,1764,1,1,1,2,"BG",8,64,1,6,0,0,0,1,4,3,0.350241089538468,1
"202",61.39,63.19,2,7,4,3,7,6,1,"Father more",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,2,33,1089,3,1,NA,1,"NO",NA,NA,0,-1.8,0,0,0,1,8,0,0.310118637699555,0
"203",51,51,2,6,4,2,4,5,-1,"Mother more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,24,576,1,3,NA,2,"SI",8,64,1,0,0,0,0,1,5,3,0.133247572,1
"204",20,NA,3,1,1,0,1,1,0,"Equal",1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,1,67,4489,4,1,2,2,"CY",3,9,0,NA,0,1,0,NA,2,8,0.120057675777936,1
"205",57,55,5,6,6,0,NA,5,NA,NA,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0.6,1,1,2,1,38,1444,3,1,3,2,"GB",7,49,0,2,0,0,0,2,3,0,2.51466945677532,0
"206",37.87,20,3,3,3,0,2,2,0,"Equal",2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,3,0,1,1,65,4225,4,1,3,2,"DE",4,16,0,17.87,0,0,0,1,5,0,3.03572368021592,1
"207",73.51,30.76,3,5,2,3,3,2,1,"Father more",1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,2,59,3481,3,1,NA,2,"IE",5,25,0,42.75,0,0,0,1,7,3,0.159209099744686,1
"208",33.02,NA,5,4,6,-2,2,4,-2,"Mother more",1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,1,37,1369,3,3,3,2,"FI",8,64,1,NA,0,0,1,NA,8,3,0.263402051,1
"209",34.91,NA,5,3,3,0,2,2,0,"Equal",1,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.6,2,0,1,1,72,5184,4,1,2,2,"NL",8,64,0,NA,0,0,1,NA,6,3,0.828729945811899,1
"210",42.17,32.16,2,4,5,-1,4,5,-1,"Mother more",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,23,529,2,3,NA,2,"FI",7,49,1,10.01,0,0,0,1,3,5,0.263402051,1
"211",29,33,4,4,4,0,1,1,0,"Equal",1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,57,3249,4,1,2,2,"BG",NA,NA,1,-4,0,0,0,1,0,4,0.329167901985695,0
"212",42.78,62.63,4,4,7,-3,2,2,0,"Equal",2,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,3,0,2,2,40,1600,2,1,2,1,"CH",7,49,0,-19.85,0,0,0,1,5,10,0.467903696,0
"213",49,65,5,3,7,-4,5,3,2,"Father more",2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.5,4,0,2,1,51,2601,4,1,4,2,"DE",10,100,0,-16,0,0,0,1,8,0,3.03572368021592,1
"214",54.64,NA,2,5,5,0,5,2,3,"Father more",1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,2,73,5329,2,1,5,2,"IE",4,16,0,NA,0,0,0,NA,3,5,0.159209099744686,0
"215",26,NA,2,2,3,-1,2,2,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,69,4761,3,1,3,2,"AT",NA,NA,1,NA,0,0,0,NA,3,8,0.325998216390799,0
"216",NA,NA,2,2,2,0,1,1,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,65,4225,4,1,3,2,"IT",1,1,1,NA,0,0,0,NA,3,5,1.94645888020573,0
"217",NA,25,6,2,2,0,1,1,0,"Equal",1,3,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0.583333333333333,0,0,2,1,45,2025,3,1,3,2,"IT",NA,NA,1,NA,0,0,0,1,6,7,1.85772809059555,0
"218",27.86,NA,2,3,3,0,1,3,-2,"Mother more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,72,5184,1,1,1,2,"HU",7,49,0,NA,0,0,0,NA,5,7,0.61809356148805,1
"219",15,20,5,1,1,0,1,1,0,"Equal",1,3,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,2,42,1764,3,1,3,1,"IT",6,36,1,-5,1,0,0,1,4,8,1.82837936051994,0
